,,,,,,,,
Długość geograficzna,Szerokość geograficzna,Deklaracja segregacji,Typ nieruchomości,Typ odpadu,Typ pojemnika,Identyfikator transpondera (DEC),Identyfikator transpondera (HEX),Nr pojemnika
23.087338,53.134093,T,Jednorodzinna,popiół,worek,,,
23.087338,53.134093,T,Jednorodzinna,szkło,worek,,,
23.087338,53.134093,T,Jednorodzinna,zielone,worek,,,
23.087338,53.134093,T,Jednorodzinna,zmieszane,120,18014398708581632,4000000BDE0500,4000000BDE0500
23.0872,53.133862,T,Jednorodzinna,SUCHE,worek,,,
23.0872,53.133862,T,Jednorodzinna,gabaryty,kontener,,,
23.0872,53.133862,T,Jednorodzinna,popiół,worek,,,
23.0872,53.133862,T,Jednorodzinna,szkło,worek,,,
23.0872,53.133862,T,Jednorodzinna,zielone,worek,,,
23.0872,53.133862,T,Jednorodzinna,zmieszane,120,18014398708608408,4000000BDE6D98,4000000BDE6D98
23.086991,53.133467,T,Jednorodzinna,SUCHE,worek,,,
23.086991,53.133467,T,Jednorodzinna,gabaryty,kontener,,,
23.086991,53.133467,T,Jednorodzinna,popiół,worek,,,
23.086991,53.133467,T,Jednorodzinna,szkło,worek,,,
23.086991,53.133467,T,Jednorodzinna,zielone,worek,,,
23.086991,53.133467,T,Jednorodzinna,zmieszane,240,18014398708575604,4000000BDDED74,4000000BDDED74
23.086991,53.133467,T,Jednorodzinna,SUCHE,worek,,,
23.086991,53.133467,T,Jednorodzinna,gabaryty,kontener,,,
23.086991,53.133467,T,Jednorodzinna,popiół,worek,,,
23.086991,53.133467,T,Jednorodzinna,szkło,worek,,,
23.086991,53.133467,T,Jednorodzinna,zielone,worek,,,
23.086991,53.133467,T,Jednorodzinna,zmieszane,120,18014398708578213,4000000BDDF7A5,4000000BDDF7A5
23.086893,53.133218,T,Jednorodzinna,SUCHE,worek,,,
23.086893,53.133218,T,Jednorodzinna,gabaryty,kontener,,,
23.086893,53.133218,T,Jednorodzinna,popiół,worek,,,
23.086893,53.133218,T,Jednorodzinna,szkło,worek,,,
23.086893,53.133218,T,Jednorodzinna,zielone,worek,,,
23.086893,53.133218,T,Jednorodzinna,zmieszane,120,18014398708574565,4000000BDDE965,4000000BDDE965
23.08628,53.132053,T,Jednorodzinna,SUCHE,worek,,,
23.08628,53.132053,T,Jednorodzinna,gabaryty,kontener,,,
23.08628,53.132053,T,Jednorodzinna,popiół,worek,,,
23.08628,53.132053,T,Jednorodzinna,szkło,worek,,,
23.08628,53.132053,T,Jednorodzinna,zielone,worek,,,
23.08628,53.132053,T,Jednorodzinna,zmieszane,240,18014398708582600,4000000BDE08C8,4000000BDE08C8
23.086071,53.13168,T,Jednorodzinna,SUCHE,worek,,,
23.086071,53.13168,T,Jednorodzinna,gabaryty,kontener,,,
23.086071,53.13168,T,Jednorodzinna,popiół,worek,,,
23.086071,53.13168,T,Jednorodzinna,szkło,worek,,,
23.086071,53.13168,T,Jednorodzinna,zielone,worek,,,
23.086071,53.13168,T,Jednorodzinna,zmieszane,120,18014398708581654,4000000BDE0516,4000000BDE0516
23.085729,53.131107,T,Jednorodzinna,SUCHE,worek,,,
23.085729,53.131107,T,Jednorodzinna,gabaryty,kontener,,,
23.085729,53.131107,T,Jednorodzinna,popiół,worek,,,
23.085729,53.131107,T,Jednorodzinna,szkło,worek,,,
23.085729,53.131107,T,Jednorodzinna,zielone,worek,,,
23.085729,53.131107,T,Jednorodzinna,zmieszane,120,18014398708583174,4000000BDE0B06,4000000BDE0B06
23.085218,53.130791,T,Jednorodzinna,SUCHE,worek,,,
23.085218,53.130791,T,Jednorodzinna,gabaryty,kontener,,,
23.085218,53.130791,T,Jednorodzinna,popiół,worek,,,
23.085218,53.130791,T,Jednorodzinna,szkło,worek,,,
23.085218,53.130791,T,Jednorodzinna,zielone,worek,,,
23.085218,53.130791,T,Jednorodzinna,zmieszane,120,18014398708606974,4000000BDE67FE,4000000BDE67FE
23.08608,53.131627,T,Jednorodzinna,SUCHE,worek,,,
23.08608,53.131627,T,Jednorodzinna,gabaryty,kontener,,,
23.08608,53.131627,T,Jednorodzinna,popiół,worek,,,
23.08608,53.131627,T,Jednorodzinna,szkło,worek,,,
23.08608,53.131627,T,Jednorodzinna,zielone,worek,,,
23.08608,53.131627,T,Jednorodzinna,zmieszane,120,18014398708574438,4000000BDDE8E6,4000000BDDE8E6
23.085929,53.131387,T,Jednorodzinna,SUCHE,worek,,,
23.085929,53.131387,T,Jednorodzinna,gabaryty,kontener,,,
23.085929,53.131387,T,Jednorodzinna,popiół,worek,,,
23.085929,53.131387,T,Jednorodzinna,szkło,worek,,,
23.085929,53.131387,T,Jednorodzinna,zielone,worek,,,
23.085929,53.131387,T,Jednorodzinna,zmieszane,120,18014398708579753,4000000BDDFDA9,4000000BDDFDA9
23.071773,53.131151,T,Jednorodzinna,SUCHE,worek,,,
23.071773,53.131151,T,Jednorodzinna,gabaryty,kontener,,,
23.071773,53.131151,T,Jednorodzinna,popiół,worek,,,
23.071773,53.131151,T,Jednorodzinna,szkło,worek,,,
23.071773,53.131151,T,Jednorodzinna,zielone,worek,,,
23.071773,53.131151,T,Jednorodzinna,zmieszane,120,18014398708595630,4000000BDE3BAE,4000000BDE3BAE
23.071964,53.131151,T,Jednorodzinna,SUCHE,worek,,,
23.071964,53.131151,T,Jednorodzinna,gabaryty,kontener,,,
23.071964,53.131151,T,Jednorodzinna,popiół,worek,,,
23.071964,53.131151,T,Jednorodzinna,szkło,worek,,,
23.071964,53.131151,T,Jednorodzinna,zielone,worek,,,
23.071964,53.131151,T,Jednorodzinna,zmieszane,120,18014398708608830,4000000BDE6F3E,4000000BDE6F3E
23.0704,53.13728,T,Jednorodzinna,SUCHE,worek,,,
23.0704,53.13728,T,Jednorodzinna,gabaryty,kontener,,,
23.0704,53.13728,T,Jednorodzinna,popiół,worek,,,
23.0704,53.13728,T,Jednorodzinna,szkło,worek,,,
23.0704,53.13728,T,Jednorodzinna,zielone,worek,,,
23.0704,53.13728,T,Jednorodzinna,zmieszane,120,18014398708592542,4000000BDE2F9E,4000000BDE2F9E
23.070902,53.137858,T,Jednorodzinna,SUCHE,worek,,,
23.070902,53.137858,T,Jednorodzinna,gabaryty,kontener,,,
23.070902,53.137858,T,Jednorodzinna,popiół,worek,,,
23.070902,53.137858,T,Jednorodzinna,szkło,worek,,,
23.070902,53.137858,T,Jednorodzinna,zielone,worek,,,
23.070902,53.137858,T,Jednorodzinna,zmieszane,120,18014398708592326,4000000BDE2EC6,4000000BDE2EC6
23.0732,53.140396,T,Jednorodzinna,SUCHE,worek,,,
23.0732,53.140396,T,Jednorodzinna,gabaryty,kontener,,,
23.0732,53.140396,T,Jednorodzinna,popiół,worek,,,
23.0732,53.140396,T,Jednorodzinna,szkło,worek,,,
23.0732,53.140396,T,Jednorodzinna,zielone,worek,,,
23.0732,53.140396,T,Jednorodzinna,zmieszane,240,18014398708597841,4000000BDE4451,4000000BDE4451
23.074764,53.144022,T,Jednorodzinna,SUCHE,worek,,,
23.074764,53.144022,T,Jednorodzinna,gabaryty,kontener,,,
23.074764,53.144022,T,Jednorodzinna,popiół,worek,,,
23.074764,53.144022,T,Jednorodzinna,szkło,worek,,,
23.074764,53.144022,T,Jednorodzinna,zielone,worek,,,
23.074764,53.144022,T,Jednorodzinna,zmieszane,120,18014398708609762,4000000BDE72E2,4000000BDE72E2
23.07408,53.14416,T,Jednorodzinna,SUCHE,worek,,,
23.07408,53.14416,T,Jednorodzinna,gabaryty,kontener,,,
23.07408,53.14416,T,Jednorodzinna,popiół,worek,,,
23.07408,53.14416,T,Jednorodzinna,szkło,worek,,,
23.07408,53.14416,T,Jednorodzinna,zielone,worek,,,
23.07408,53.14416,T,Jednorodzinna,zmieszane,120,18014398708595605,4000000BDE3B95,4000000BDE3B95
23.099018,53.132427,T,Jednorodzinna,SUCHE,worek,,,
23.099018,53.132427,T,Jednorodzinna,gabaryty,kontener,,,
23.099018,53.132427,T,Jednorodzinna,popiół,worek,,,
23.099018,53.132427,T,Jednorodzinna,szkło,worek,,,
23.099018,53.132427,T,Jednorodzinna,zielone,worek,,,
23.099018,53.132427,T,Jednorodzinna,zmieszane,240,18014398708514749,4000000BDCFFBD,4000000BDCFFBD
23.099185,53.132472,T,Jednorodzinna,SUCHE,worek,,,
23.099185,53.132472,T,Jednorodzinna,gabaryty,kontener,,,
23.099185,53.132472,T,Jednorodzinna,popiół,worek,,,
23.099185,53.132472,T,Jednorodzinna,szkło,worek,,,
23.099185,53.132472,T,Jednorodzinna,zielone,worek,,,
23.099185,53.132472,T,Jednorodzinna,zmieszane,240,18014398708515117,4000000BDD012D,4000000BDD012D
23.099791,53.132831,T,Jednorodzinna,SUCHE,worek,,,
23.099791,53.132831,T,Jednorodzinna,gabaryty,kontener,,,
23.099791,53.132831,T,Jednorodzinna,popiół,worek,,,
23.099791,53.132831,T,Jednorodzinna,szkło,worek,,,
23.099791,53.132831,T,Jednorodzinna,zielone,worek,,,
23.099791,53.132831,T,Jednorodzinna,zmieszane,120,18014398708515228,4000000BDD019C,4000000BDD019C
23.098453,53.131791,T,Jednorodzinna,SUCHE,worek,,,
23.098453,53.131791,T,Jednorodzinna,gabaryty,kontener,,,
23.098453,53.131791,T,Jednorodzinna,popiół,worek,,,
23.098453,53.131791,T,Jednorodzinna,szkło,worek,,,
23.098453,53.131791,T,Jednorodzinna,zielone,worek,,,
23.098453,53.131791,T,Jednorodzinna,zmieszane,120,18014398708516047,4000000BDD04CF,4000000BDD04CF
23.098867,53.131796,T,Jednorodzinna,SUCHE,worek,,,
23.098867,53.131796,T,Jednorodzinna,gabaryty,kontener,,,
23.098867,53.131796,T,Jednorodzinna,popiół,worek,,,
23.098867,53.131796,T,Jednorodzinna,szkło,worek,,,
23.098867,53.131796,T,Jednorodzinna,zielone,worek,,,
23.098867,53.131796,T,Jednorodzinna,zmieszane,120,18014398708497923,4000000BDCBE03,4000000BDCBE03
23.099284,53.132093,T,Jednorodzinna,SUCHE,worek,,,
23.099284,53.132093,T,Jednorodzinna,gabaryty,kontener,,,
23.099284,53.132093,T,Jednorodzinna,popiół,worek,,,
23.099284,53.132093,T,Jednorodzinna,szkło,worek,,,
23.099284,53.132093,T,Jednorodzinna,zielone,worek,,,
23.099284,53.132093,T,Jednorodzinna,zmieszane,120,18014398708514822,4000000BDD0006,4000000BDD0006
23.099284,53.132093,T,Jednorodzinna,SUCHE,worek,,,
23.099284,53.132093,T,Jednorodzinna,gabaryty,kontener,,,
23.099284,53.132093,T,Jednorodzinna,popiół,worek,,,
23.099284,53.132093,T,Jednorodzinna,szkło,worek,,,
23.099284,53.132093,T,Jednorodzinna,zielone,worek,,,
23.099284,53.132093,T,Jednorodzinna,zmieszane,120,18014398708507600,4000000BDCE3D0,4000000BDCE3D0
23.125547,53.134751,T,Jednorodzinna,SUCHE,worek,,,
23.125547,53.134751,T,Jednorodzinna,gabaryty,kontener,,,
23.125547,53.134751,T,Jednorodzinna,popiół,worek,,,
23.125547,53.134751,T,Jednorodzinna,szkło,worek,,,
23.125547,53.134751,T,Jednorodzinna,zielone,worek,,,
23.125547,53.134751,T,Jednorodzinna,zmieszane,240,18014398708603174,4000000BDE5926,4000000BDE5926
23.083911,53.135511,T,Jednorodzinna,SUCHE,worek,,,
23.083911,53.135511,T,Jednorodzinna,gabaryty,kontener,,,
23.083911,53.135511,T,Jednorodzinna,popiół,worek,,,
23.083911,53.135511,T,Jednorodzinna,szkło,worek,,,
23.083911,53.135511,T,Jednorodzinna,zielone,worek,,,
23.083911,53.135511,T,Jednorodzinna,zmieszane,240,18014398708575617,4000000BDDED81,4000000BDDED81
23.084698,53.135342,T,Jednorodzinna,SUCHE,worek,,,
23.084698,53.135342,T,Jednorodzinna,gabaryty,kontener,,,
23.084698,53.135342,T,Jednorodzinna,popiół,worek,,,
23.084698,53.135342,T,Jednorodzinna,szkło,worek,,,
23.084698,53.135342,T,Jednorodzinna,zielone,worek,,,
23.084698,53.135342,T,Jednorodzinna,zmieszane,240,18014398708579847,4000000BDDFE07,4000000BDDFE07
23.085058,53.135267,T,Jednorodzinna,SUCHE,worek,,,
23.085058,53.135267,T,Jednorodzinna,gabaryty,kontener,,,
23.085058,53.135267,T,Jednorodzinna,popiół,worek,,,
23.085058,53.135267,T,Jednorodzinna,szkło,worek,,,
23.085058,53.135267,T,Jednorodzinna,zielone,worek,,,
23.085058,53.135267,T,Jednorodzinna,zmieszane,120,18014398708602267,4000000BDE559B,4000000BDE559B
23.085058,53.135267,T,Jednorodzinna,SUCHE,worek,,,
23.085058,53.135267,T,Jednorodzinna,gabaryty,kontener,,,
23.085058,53.135267,T,Jednorodzinna,popiół,worek,,,
23.085058,53.135267,T,Jednorodzinna,szkło,worek,,,
23.085058,53.135267,T,Jednorodzinna,zielone,worek,,,
23.085058,53.135267,T,Jednorodzinna,zmieszane,120,18014398708579890,4000000BDDFE32,4000000BDDFE32
23.085227,53.135227,T,Jednorodzinna,SUCHE,worek,,,
23.085227,53.135227,T,Jednorodzinna,gabaryty,kontener,,,
23.085227,53.135227,T,Jednorodzinna,popiół,worek,,,
23.085227,53.135227,T,Jednorodzinna,szkło,worek,,,
23.085227,53.135227,T,Jednorodzinna,zielone,worek,,,
23.085227,53.135227,T,Jednorodzinna,zmieszane,120,18014398708575806,4000000BDDEE3E,4000000BDDEE3E
23.085444,53.135169,T,Jednorodzinna,SUCHE,worek,,,
23.085444,53.135169,T,Jednorodzinna,gabaryty,kontener,,,
23.085444,53.135169,T,Jednorodzinna,popiół,worek,,,
23.085444,53.135169,T,Jednorodzinna,szkło,worek,,,
23.085444,53.135169,T,Jednorodzinna,zielone,worek,,,
23.085444,53.135169,T,Jednorodzinna,zmieszane,120,18014398708579691,4000000BDDFD6B,4000000BDDFD6B
23.085818,53.135093,T,Jednorodzinna,SUCHE,worek,,,
23.085818,53.135093,T,Jednorodzinna,gabaryty,kontener,,,
23.085818,53.135093,T,Jednorodzinna,popiół,worek,,,
23.085818,53.135093,T,Jednorodzinna,szkło,worek,,,
23.085818,53.135093,T,Jednorodzinna,zielone,worek,,,
23.085818,53.135093,T,Jednorodzinna,zmieszane,120,18014398708578047,4000000BDDF6FF,4000000BDDF6FF
23.085818,53.135093,T,Jednorodzinna,SUCHE,worek,,,
23.085818,53.135093,T,Jednorodzinna,gabaryty,kontener,,,
23.085818,53.135093,T,Jednorodzinna,popiół,worek,,,
23.085818,53.135093,T,Jednorodzinna,szkło,worek,,,
23.085818,53.135093,T,Jednorodzinna,zielone,worek,,,
23.085818,53.135093,T,Jednorodzinna,zmieszane,120,18014398708579604,4000000BDDFD14,4000000BDDFD14
23.08624,53.135018,T,Jednorodzinna,SUCHE,worek,,,
23.08624,53.135018,T,Jednorodzinna,gabaryty,kontener,,,
23.08624,53.135018,T,Jednorodzinna,popiół,worek,,,
23.08624,53.135018,T,Jednorodzinna,szkło,worek,,,
23.08624,53.135018,T,Jednorodzinna,zielone,worek,,,
23.08624,53.135018,T,Jednorodzinna,zmieszane,120,18014398708575410,4000000BDDECB2,4000000BDDECB2
23.086636,53.134938,T,Jednorodzinna,SUCHE,worek,,,
23.086636,53.134938,T,Jednorodzinna,gabaryty,kontener,,,
23.086636,53.134938,T,Jednorodzinna,popiół,worek,,,
23.086636,53.134938,T,Jednorodzinna,szkło,worek,,,
23.086636,53.134938,T,Jednorodzinna,zielone,worek,,,
23.086636,53.134938,T,Jednorodzinna,zmieszane,240,18014398708575059,4000000BDDEB53,4000000BDDEB53
23.120911,53.136609,T,Jednorodzinna,SUCHE,worek,,,
23.120911,53.136609,T,Jednorodzinna,gabaryty,kontener,,,
23.120911,53.136609,T,Jednorodzinna,popiół,worek,,,
23.120911,53.136609,T,Jednorodzinna,szkło,worek,,,
23.120911,53.136609,T,Jednorodzinna,zielone,worek,,,
23.120911,53.136609,T,Jednorodzinna,zmieszane,120,18014398708513826,4000000BDCFC22,4000000BDCFC22
23.120973,53.135907,T,Jednorodzinna,SUCHE,worek,,,
23.120973,53.135907,T,Jednorodzinna,gabaryty,kontener,,,
23.120973,53.135907,T,Jednorodzinna,popiół,worek,,,
23.120973,53.135907,T,Jednorodzinna,szkło,worek,,,
23.120973,53.135907,T,Jednorodzinna,zielone,worek,,,
23.120973,53.135907,T,Jednorodzinna,zmieszane,240,18014398708513969,4000000BDCFCB1,4000000BDCFCB1
23.120884,53.135711,T,Jednorodzinna,SUCHE,worek,,,
23.120884,53.135711,T,Jednorodzinna,gabaryty,kontener,,,
23.120884,53.135711,T,Jednorodzinna,popiół,worek,,,
23.120884,53.135711,T,Jednorodzinna,szkło,worek,,,
23.120884,53.135711,T,Jednorodzinna,zielone,worek,,,
23.120884,53.135711,T,Jednorodzinna,zmieszane,240,18014398708514780,4000000BDCFFDC,4000000BDCFFDC
23.120791,53.135449,T,Jednorodzinna,SUCHE,worek,,,
23.120791,53.135449,T,Jednorodzinna,gabaryty,kontener,,,
23.120791,53.135449,T,Jednorodzinna,popiół,worek,,,
23.120791,53.135449,T,Jednorodzinna,szkło,worek,,,
23.120791,53.135449,T,Jednorodzinna,zielone,worek,,,
23.120791,53.135449,T,Jednorodzinna,zmieszane,240,18014398708514478,4000000BDCFEAE,4000000BDCFEAE
23.120773,53.135364,T,Jednorodzinna,SUCHE,worek,,,
23.120773,53.135364,T,Jednorodzinna,gabaryty,kontener,,,
23.120773,53.135364,T,Jednorodzinna,popiół,worek,,,
23.120773,53.135364,T,Jednorodzinna,szkło,worek,,,
23.120773,53.135364,T,Jednorodzinna,zielone,worek,,,
23.120773,53.135364,T,Jednorodzinna,zmieszane,240,18014398708514692,4000000BDCFF84,4000000BDCFF84
23.120733,53.135293,T,Jednorodzinna,SUCHE,worek,,,
23.120733,53.135293,T,Jednorodzinna,gabaryty,kontener,,,
23.120733,53.135293,T,Jednorodzinna,popiół,worek,,,
23.120733,53.135293,T,Jednorodzinna,szkło,worek,,,
23.120733,53.135293,T,Jednorodzinna,zielone,worek,,,
23.120733,53.135293,T,Jednorodzinna,zmieszane,120,18014398708514916,4000000BDD0064,4000000BDD0064
23.1176,53.127458,T,Jednorodzinna,SUCHE,worek,,,
23.1176,53.127458,T,Jednorodzinna,gabaryty,kontener,,,
23.1176,53.127458,T,Jednorodzinna,popiół,worek,,,
23.1176,53.127458,T,Jednorodzinna,szkło,worek,,,
23.1176,53.127458,T,Jednorodzinna,zielone,worek,,,
23.1176,53.127458,T,Jednorodzinna,zmieszane,120,18014398708514941,4000000BDD007D,4000000BDD007D
23.1204,53.134551,T,Jednorodzinna,SUCHE,worek,,,
23.1204,53.134551,T,Jednorodzinna,gabaryty,kontener,,,
23.1204,53.134551,T,Jednorodzinna,popiół,worek,,,
23.1204,53.134551,T,Jednorodzinna,szkło,worek,,,
23.1204,53.134551,T,Jednorodzinna,zielone,worek,,,
23.1204,53.134551,T,Jednorodzinna,zmieszane,240,18014398708500028,4000000BDCC63C,4000000BDCC63C
23.119711,53.132667,T,Jednorodzinna,SUCHE,worek,,,
23.119711,53.132667,T,Jednorodzinna,gabaryty,kontener,,,
23.119711,53.132667,T,Jednorodzinna,popiół,worek,,,
23.119711,53.132667,T,Jednorodzinna,szkło,worek,,,
23.119711,53.132667,T,Jednorodzinna,zielone,worek,,,
23.119711,53.132667,T,Jednorodzinna,zmieszane,120,18014398708515061,4000000BDD00F5,4000000BDD00F5
23.119711,53.132667,T,Jednorodzinna,zmieszane,120,18014398708514863,4000000BDD002F,4000000BDD002F
23.119631,53.132462,T,Jednorodzinna,SUCHE,worek,,,
23.119631,53.132462,T,Jednorodzinna,gabaryty,kontener,,,
23.119631,53.132462,T,Jednorodzinna,popiół,worek,,,
23.119631,53.132462,T,Jednorodzinna,szkło,worek,,,
23.119631,53.132462,T,Jednorodzinna,zielone,worek,,,
23.119631,53.132462,T,Jednorodzinna,zmieszane,240,18014398708497822,4000000BDCBD9E,4000000BDCBD9E
23.119511,53.132222,T,Jednorodzinna,SUCHE,worek,,,
23.119511,53.132222,T,Jednorodzinna,gabaryty,kontener,,,
23.119511,53.132222,T,Jednorodzinna,popiół,worek,,,
23.119511,53.132222,T,Jednorodzinna,szkło,worek,,,
23.119511,53.132222,T,Jednorodzinna,zielone,worek,,,
23.119511,53.132222,T,Jednorodzinna,zmieszane,120,18014398708514428,4000000BDCFE7C,4000000BDCFE7C
23.119511,53.132222,T,Jednorodzinna,SUCHE,worek,,,
23.119511,53.132222,T,Jednorodzinna,gabaryty,kontener,,,
23.119511,53.132222,T,Jednorodzinna,popiół,worek,,,
23.119511,53.132222,T,Jednorodzinna,szkło,worek,,,
23.119511,53.132222,T,Jednorodzinna,zielone,worek,,,
23.119511,53.132222,T,Jednorodzinna,zmieszane,120,18014398708515197,4000000BDD017D,4000000BDD017D
23.119684,53.13216,T,Jednorodzinna,SUCHE,worek,,,
23.119684,53.13216,T,Jednorodzinna,gabaryty,kontener,,,
23.119684,53.13216,T,Jednorodzinna,popiół,worek,,,
23.119684,53.13216,T,Jednorodzinna,szkło,worek,,,
23.119684,53.13216,T,Jednorodzinna,zielone,worek,,,
23.119684,53.13216,T,Jednorodzinna,zmieszane,120,18014398708514870,4000000BDD0036,4000000BDD0036
23.119067,53.131204,T,Jednorodzinna,SUCHE,worek,,,
23.119067,53.131204,T,Jednorodzinna,gabaryty,kontener,,,
23.119067,53.131204,T,Jednorodzinna,popiół,worek,,,
23.119067,53.131204,T,Jednorodzinna,szkło,worek,,,
23.119067,53.131204,T,Jednorodzinna,zielone,worek,,,
23.119067,53.131204,T,Jednorodzinna,zmieszane,120,18014398708498110,4000000BDCBEBE,4000000BDCBEBE
23.119067,53.131204,T,Jednorodzinna,SUCHE,worek,,,
23.119067,53.131204,T,Jednorodzinna,gabaryty,kontener,,,
23.119067,53.131204,T,Jednorodzinna,popiół,worek,,,
23.119067,53.131204,T,Jednorodzinna,szkło,worek,,,
23.119067,53.131204,T,Jednorodzinna,zielone,worek,,,
23.119067,53.131204,T,Jednorodzinna,zmieszane,120,18014398708514460,4000000BDCFE9C,4000000BDCFE9C
23.119173,53.130884,T,Jednorodzinna,SUCHE,worek,,,
23.119173,53.130884,T,Jednorodzinna,gabaryty,kontener,,,
23.119173,53.130884,T,Jednorodzinna,popiół,worek,,,
23.119173,53.130884,T,Jednorodzinna,szkło,worek,,,
23.119173,53.130884,T,Jednorodzinna,zielone,worek,,,
23.119173,53.130884,T,Jednorodzinna,zmieszane,120,18014398706744186,4000000BC1FB7A,4000000BC1FB7A
23.11892,53.1308,T,Jednorodzinna,SUCHE,worek,,,
23.11892,53.1308,T,Jednorodzinna,gabaryty,kontener,,,
23.11892,53.1308,T,Jednorodzinna,popiół,worek,,,
23.11892,53.1308,T,Jednorodzinna,szkło,worek,,,
23.11892,53.1308,T,Jednorodzinna,zielone,worek,,,
23.11892,53.1308,T,Jednorodzinna,zmieszane,120,18014398706731935,4000000BC1CB9F,4000000BC1CB9F
23.11868,53.130156,T,Jednorodzinna,SUCHE,worek,,,
23.11868,53.130156,T,Jednorodzinna,gabaryty,kontener,,,
23.11868,53.130156,T,Jednorodzinna,popiół,worek,,,
23.11868,53.130156,T,Jednorodzinna,szkło,worek,,,
23.11868,53.130156,T,Jednorodzinna,zielone,worek,,,
23.11868,53.130156,T,Jednorodzinna,zmieszane,120,18014398533900615,40000001749947,40000001749947
23.118004,53.129031,T,Jednorodzinna,SUCHE,worek,,,
23.118004,53.129031,T,Jednorodzinna,gabaryty,kontener,,,
23.118004,53.129031,T,Jednorodzinna,popiół,worek,,,
23.118004,53.129031,T,Jednorodzinna,szkło,worek,,,
23.118004,53.129031,T,Jednorodzinna,zielone,worek,,,
23.118004,53.129031,T,Jednorodzinna,zmieszane,120,18014398706743447,4000000BC1F897,4000000BC1F897
23.118187,53.128858,N,Jednorodzinna,zmieszane,240,18014398706732562,4000000BC1CE12,4000000BC1CE12
23.118187,53.128858,T,Jednorodzinna,SUCHE,worek,,,
23.118187,53.128858,T,Jednorodzinna,gabaryty,kontener,,,
23.118187,53.128858,T,Jednorodzinna,popiół,worek,,,
23.118187,53.128858,T,Jednorodzinna,szkło,worek,,,
23.118187,53.128858,T,Jednorodzinna,zielone,worek,,,
23.118187,53.128858,T,Jednorodzinna,zmieszane,240,18014398708581854,4000000BDE05DE,4000000BDE05DE
23.118053,53.128502,T,Jednorodzinna,SUCHE,worek,,,
23.118053,53.128502,T,Jednorodzinna,gabaryty,kontener,,,
23.118053,53.128502,T,Jednorodzinna,popiół,worek,,,
23.118053,53.128502,T,Jednorodzinna,szkło,worek,,,
23.118053,53.128502,T,Jednorodzinna,zielone,worek,,,
23.118053,53.128502,T,Jednorodzinna,zmieszane,120,18014398708581465,4000000BDE0459,4000000BDE0459
23.117929,53.12828,N,Jednorodzinna,zmieszane,120,18014398708608336,4000000BDE6D50,4000000BDE6D50
23.117591,53.128027,T,Jednorodzinna,SUCHE,worek,,,
23.117591,53.128027,T,Jednorodzinna,gabaryty,kontener,,,
23.117591,53.128027,T,Jednorodzinna,popiół,worek,,,
23.117591,53.128027,T,Jednorodzinna,szkło,worek,,,
23.117591,53.128027,T,Jednorodzinna,zielone,worek,,,
23.117591,53.128027,T,Jednorodzinna,zmieszane,120,18014398708608616,4000000BDE6E68,4000000BDE6E68
23.117489,53.127827,T,Jednorodzinna,SUCHE,worek,,,
23.117489,53.127827,T,Jednorodzinna,gabaryty,kontener,,,
23.117489,53.127827,T,Jednorodzinna,popiół,worek,,,
23.117489,53.127827,T,Jednorodzinna,szkło,worek,,,
23.117489,53.127827,T,Jednorodzinna,zielone,worek,,,
23.117489,53.127827,T,Jednorodzinna,zmieszane,120,18014398708579634,4000000BDDFD32,4000000BDDFD32
23.117471,53.127613,T,Jednorodzinna,SUCHE,worek,,,
23.117471,53.127613,T,Jednorodzinna,gabaryty,kontener,,,
23.117471,53.127613,T,Jednorodzinna,popiół,worek,,,
23.117471,53.127613,T,Jednorodzinna,szkło,worek,,,
23.117471,53.127613,T,Jednorodzinna,zielone,worek,,,
23.117471,53.127613,T,Jednorodzinna,zmieszane,120,18014398708605441,4000000BDE6201,4000000BDE6201
23.11756,53.127289,T,Jednorodzinna,SUCHE,worek,,,
23.11756,53.127289,T,Jednorodzinna,gabaryty,kontener,,,
23.11756,53.127289,T,Jednorodzinna,popiół,worek,,,
23.11756,53.127289,T,Jednorodzinna,szkło,worek,,,
23.11756,53.127289,T,Jednorodzinna,zielone,worek,,,
